row ID	#featureID	cluster.index	libraryID	smiles	cas	inchi	libraryID_analogue	smiles_analogue	cas_analogue	inchi_analogue	libraryID_NAP	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_score	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores	AllFiles	componentindex
1653	1015.8146298032739_4.563593070308549	416										-1														GNPS_MS2_2iso.mgf:1653###	-1
1655	1406.7837259263617_5.078601517450688	417										-1														GNPS_MS2_2iso.mgf:1655###	-1
1660	402.7220464108688_1.2748147286821705	418										-1														GNPS_MS2_2iso.mgf:1660###	-1
1661	171.09899316786564_1.8241259066070528	419										-1														GNPS_MS2_2iso.mgf:1661###	-1
1663	1258.708199893302_4.494524034003092	420										-1														GNPS_MS2_2iso.mgf:1663###	-1
1664	283.17516899660245_1.7318155422288866	421										-1														GNPS_MS2_2iso.mgf:1664###	-1
1665	1049.343736382147_4.463637694704048	422										-1														GNPS_MS2_2iso.mgf:1665###	-1
1666	946.7002687656295_4.629196874999999	423										-1														GNPS_MS2_2iso.mgf:1666###	-1
1667	362.59855366630325_0.4959203296703297	424										-1														GNPS_MS2_2iso.mgf:1667###	-1
1682	917.231456490884_5.060289230384811	425										-1														GNPS_MS2_2iso.mgf:1682###	-1
1684	1318.5446197963693_4.4501077733860335	426										-1														GNPS_MS2_2iso.mgf:1684###	-1
1689	1059.0602838327495_5.005071796835122	428										-1														GNPS_MS2_2iso.mgf:1689###	-1
169	113.96360273124665_12.363996676587291	57										-1														GNPS_MS2_2iso.mgf:169###	-1
1690	759.4142507648171_2.0725829268292695	429										-1														GNPS_MS2_2iso.mgf:1690###	-1
1693	368.2233153669036_3.2090368127147753	430										-1														GNPS_MS2_2iso.mgf:1693###	-1
1700	1404.6219482421875_4.681733333333333	431										-1														GNPS_MS2_2iso.mgf:1700###	-1
1716	943.0338844734111_4.6001854952237275	433										-1														GNPS_MS2_2iso.mgf:1716###	-1
1721	276.1623783543019_2.542602980132447	435										-1														GNPS_MS2_2iso.mgf:1721###	-1
1725	148.97677637295408_12.426704737103185	437										-1														GNPS_MS2_2iso.mgf:1725###	-1
174	569.2935779921427_0.8554371923937364	58										-1														GNPS_MS2_2iso.mgf:174###	-1
1740	294.18276626442594_2.757144171940926	441										-1														GNPS_MS2_2iso.mgf:1740###	-1
1753	947.9567603917591_4.768367068878834	443										-1														GNPS_MS2_2iso.mgf:1753###	-1
1757	303.2297356920147_8.081998115079365	444										-1														GNPS_MS2_2iso.mgf:1757###	-1
1759	835.6744987332213_4.912718457082676	445										-1														GNPS_MS2_2iso.mgf:1759###	-1
1760	747.0829887884346_4.1545658256880715	446										-1														GNPS_MS2_2iso.mgf:1760###	-1
1769	546.352113276656_7.754031277672365	448	Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14				1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine					-1														GNPS_MS2_2iso.mgf:1769###	-1
1772	1069.685804960035_5.06099563253012	450										-1														GNPS_MS2_2iso.mgf:1772###	-1
1777	1141.3961926894763_4.857057585139326	453										-1														GNPS_MS2_2iso.mgf:1777###	-1
1778	949.3594823088447_4.614197666159308	454										-1														GNPS_MS2_2iso.mgf:1778###	-1
1782	1222.3555407299186_4.764309483204135	455										-1														GNPS_MS2_2iso.mgf:1782###	-1
1783	424.25486342921414_1.7872534057971012	456										-1														GNPS_MS2_2iso.mgf:1783###	-1
1784	196.0604262696645_1.7458697834645667	457	MassbankEU:SM862204 N-Acetyl Mesalazine|5-Acetamidosalicylic acid|5-acetamido-2-hydroxybenzoic acid	CC(=O)NC1=CC=C(O)C(=C1)C(O)=O	51-59-2	"1S/C9H9NO4/c1-5(11)10-6-2-3-8(12)7(4-6)9(13)14/h2-4,12H,1H3,(H,10,11)(H,13,14)"	3-O-Methylgallic acid	COC1=CC(=CC(=C1O)O)C(=O)O	3934847	"InChI=1S/C8H8O5/c1-13-6-3-4(8(11)12)2-5(9)7(6)10/h2-3,9-10H,1H3,(H,11,12)"		-1														GNPS_MS2_2iso.mgf:1784###	-1
1785	351.2504794259703_7.423345034930142	458										-1														GNPS_MS2_2iso.mgf:1785###	-1
1786	1321.40704820036_5.0774315223097055	459										-1														GNPS_MS2_2iso.mgf:1786###	-1
1789	1052.5630233425186_4.997951822916666	460										-1														GNPS_MS2_2iso.mgf:1789###	-1
1792	949.5262661234473_4.600545903737835	461										-1														GNPS_MS2_2iso.mgf:1792###	-1
1797	450.7314741346571_3.359606622516558	462										-1														GNPS_MS2_2iso.mgf:1797###	-1
1800	743.4171631305052_4.372989493333335	463										-1														GNPS_MS2_2iso.mgf:1800###	-1
1801	793.6639512464_3.985412554466234	464										-1														GNPS_MS2_2iso.mgf:1801###	-1
1810	917.0885950677412_5.0672606805762515	465										-1														GNPS_MS2_2iso.mgf:1810###	-1
1828	185.04177590491608_12.204384092098376	468										-1														GNPS_MS2_2iso.mgf:1828###	-1
1829	1210.6686714522577_5.008042475603492	469										-1														GNPS_MS2_2iso.mgf:1829###	-1
1831	745.8193315370696_4.639317099898066	470										-1														GNPS_MS2_2iso.mgf:1831###	-1
1834	436.7325566200981_3.821790625000002	471										-1														GNPS_MS2_2iso.mgf:1834###	-1
1844	1058.9949281138975_5.0091744038559085	472										-1														GNPS_MS2_2iso.mgf:1844###	-1
1851	1090.3074116273792_5.092278548644334	473										-1														GNPS_MS2_2iso.mgf:1851###	-1
1853	1406.3847490502449_5.000942185877467	474										-1														GNPS_MS2_2iso.mgf:1853###	-1
1856	1151.4590107704958_4.900852507598788	475										-1														GNPS_MS2_2iso.mgf:1856###	-1
1871	1012.5730509991821_4.096164448793214	479										-1														GNPS_MS2_2iso.mgf:1871###	-1
1874	775.0768970945061_3.410829022082019	481										-1														GNPS_MS2_2iso.mgf:1874###	-1
1877	1208.6790647657713_5.027613659927419	482										-1														GNPS_MS2_2iso.mgf:1877###	-1
1880	808.2539756735724_4.540054629629631	483										-1														GNPS_MS2_2iso.mgf:1880###	-1
1884	1396.277521726179_5.220922811310496	484										-1														GNPS_MS2_2iso.mgf:1884###	-1
1897	1417.9943716672922_5.06673050758765	486										-1														GNPS_MS2_2iso.mgf:1897###	-1
1906	429.74476074642604_3.393268194444445	487										-1														GNPS_MS2_2iso.mgf:1906###	-1
1910	1462.4306338707893_4.725290321729958	488										-1														GNPS_MS2_2iso.mgf:1910###	-1
1912	928.3577628363951_4.499378850385038	489										-1														GNPS_MS2_2iso.mgf:1912###	-1
1913	1069.5604320245625_4.399179446407534	490										-1														GNPS_MS2_2iso.mgf:1913###	-1
1915	766.6813941323229_3.8578212807606276	491										-1														GNPS_MS2_2iso.mgf:1915###	-1
1919	1203.3453239601768_4.787805701754384	492										-1														GNPS_MS2_2iso.mgf:1919###	-1
1922	513.3027995955454_2.3092519871794863	493										-1														GNPS_MS2_2iso.mgf:1922###	-1
1925	1151.315698685657_4.8316998224251675	494										-1														GNPS_MS2_2iso.mgf:1925###	-1
1926	247.1663686005871_12.167188465371193	495	NCGC00385962-01_C16H24O3_	CC1C\C=C\C=C/CCCCC(O)C\C=C\C(=O)O1		"InChI=1S/C16H24O3/c1-14-10-7-5-3-2-4-6-8-11-15(17)12-9-13-16(18)19-14/h2-3,5,7,9,13-15,17H,4,6,8,10-12H2,1H3/b3-2-,7-5+,13-9+"	NCGC00385962-01_C16H24O3_	CC1C\C=C\C=C/CCCCC(O)C\C=C\C(=O)O1		"InChI=1S/C16H24O3/c1-14-10-7-5-3-2-4-6-8-11-15(17)12-9-13-16(18)19-14/h2-3,5,7,9,13-15,17H,4,6,8,10-12H2,1H3/b3-2-,7-5+,13-9+"		-1														GNPS_MS2_2iso.mgf:1926###	-1
1936	342.2385102519412_2.942744624819624	498					Ile Leu Gln					-1														GNPS_MS2_2iso.mgf:1936###	-1
1938	1272.7100069421008_4.950235193798452	499										-1														GNPS_MS2_2iso.mgf:1938###	-1
1944	515.3957595462567_8.313855730027546	500										-1														GNPS_MS2_2iso.mgf:1944###	-1
1946	571.417564590721_6.435275781664007	501										-1														GNPS_MS2_2iso.mgf:1946###	-1
195	705.1431971467711_3.526970220385674	60										-1														GNPS_MS2_2iso.mgf:195###	-1
1951	1406.2839654083316_5.035664090674909	502										-1														GNPS_MS2_2iso.mgf:1951###	-1
1957	1382.0056130754244_5.234122031249999	504										-1														GNPS_MS2_2iso.mgf:1957###	-1
1959	1105.6139460040213_4.709871022430883	505										-1														GNPS_MS2_2iso.mgf:1959###	-1
1960	610.403100292243_1.5440129921259846	506										-1														GNPS_MS2_2iso.mgf:1960###	-1
1963	1462.2298413220062_4.747503291861068	507										-1														GNPS_MS2_2iso.mgf:1963###	-1
1976	383.20317404951754_7.405337783171516	508										-1														GNPS_MS2_2iso.mgf:1976###	-1
1989	257.64709123594577_2.841717994100295	509										-1														GNPS_MS2_2iso.mgf:1989###	-1
1993	399.3078355952124_7.671350476190478	511										-1														GNPS_MS2_2iso.mgf:1993###	-1
1996	381.1973372763902_1.8659829430132713	512										-1														GNPS_MS2_2iso.mgf:1996###	-1
20	307.11129924274314_3.1464048587570583	13	Spectral Match to Fluconazole from NIST14		86386734		Spectral Match to Fluconazole from NIST14		86386734			-1														GNPS_MS2_2iso.mgf:20###	-1
2009	890.9866931502401_5.069446475327285	513										-1														GNPS_MS2_2iso.mgf:2009###	-1
2024	942.1036275055202_4.856153219989697	515										-1														GNPS_MS2_2iso.mgf:2024###	-1
2028	354.1080248473834_0.2281893143143144	516										-1														GNPS_MS2_2iso.mgf:2028###	-1
2029	572.0038761417643_4.325645946666668	517										-1														GNPS_MS2_2iso.mgf:2029###	-1
2031	1324.3395222974957_5.022481246739701	518										-1														GNPS_MS2_2iso.mgf:2031###	-1
2036	295.16548194287884_1.0305337248322148	519										-1														GNPS_MS2_2iso.mgf:2036###	-1
2037	1426.5814739518487_5.0492221611721595	520										-1														GNPS_MS2_2iso.mgf:2037###	-1
2041	917.303404148892_5.064399224224223	521										-1														GNPS_MS2_2iso.mgf:2041###	-1
2042	489.1847814085999_0.34687835595776745	522										-1														GNPS_MS2_2iso.mgf:2042###	-1
2045	376.1866610749072_1.2113364102564097	523										-1														GNPS_MS2_2iso.mgf:2045###	-1
2057	862.8008391329374_4.263556998444787	525										-1														GNPS_MS2_2iso.mgf:2057###	-1
2062	1439.208045853753_4.638893207855971	526										-1														GNPS_MS2_2iso.mgf:2062###	-1
2066	1462.6307225414978_4.738722455867084	527										-1														GNPS_MS2_2iso.mgf:2066###	-1
2068	1157.8101411501139_4.710181490134999	529										-1														GNPS_MS2_2iso.mgf:2068###	-1
2078	946.8663798375147_4.5935977272727255	530										-1														GNPS_MS2_2iso.mgf:2078###	-1
208	576.8019306426773_3.6407641720896597	62										-1														GNPS_MS2_2iso.mgf:208###	-1
2081	754.7698524809724_3.872920248937463	531										-1														GNPS_MS2_2iso.mgf:2081###	-1
2082	1107.615928240408_4.65219271371199	532										-1														GNPS_MS2_2iso.mgf:2082###	-1
2084	874.2339189639152_4.338902302631574	533										-1														GNPS_MS2_2iso.mgf:2084###	-1
2088	399.2507296282387_6.860738213213216	534										-1														GNPS_MS2_2iso.mgf:2088###	-1
2089	1408.385800735413_5.064143589743586	535										-1														GNPS_MS2_2iso.mgf:2089###	-1
209	847.0997994996943_4.931030010224947	63										-1														GNPS_MS2_2iso.mgf:209###	-1
2090	1032.010498046875_4.662266666666667	536										-1														GNPS_MS2_2iso.mgf:2090###	-1
2094	293.86712106544303_2.680404342921601	537										-1														GNPS_MS2_2iso.mgf:2094###	-1
2096	1445.3127642312736_4.854868474215847	538										-1														GNPS_MS2_2iso.mgf:2096###	-1
2101	265.25289962776117_8.542635193452385	540										-1														GNPS_MS2_2iso.mgf:2101###	-1
2103	619.3491627975017_3.4359263994910973	541										-1														GNPS_MS2_2iso.mgf:2103###	-1
2110	917.7771179549098_3.7788600334448206	543										-1														GNPS_MS2_2iso.mgf:2110###	-1
2114	1135.6349349405232_5.007841316744427	544										-1														GNPS_MS2_2iso.mgf:2114###	-1
2121	1058.2680548916603_4.024349431818178	545										-1														GNPS_MS2_2iso.mgf:2121###	-1
2122	1069.7689553293014_5.060616392215565	546										-1														GNPS_MS2_2iso.mgf:2122###	-1
2124	1049.09138663601_4.549873427672949	547										-1														GNPS_MS2_2iso.mgf:2124###	-1
213	311.0807191303798_3.858785763888889	64	Spectral Match to Sulfadoxin from NIST14		2447576							-1														GNPS_MS2_2iso.mgf:213###	-1
2131	256.2639623987102_8.731754694485831	548										-1														GNPS_MS2_2iso.mgf:2131###	-1
2135	116.07045841020445_3.2064754329004326	549										-1														GNPS_MS2_2iso.mgf:2135###	-1
2136	437.1932171143662_5.8015567212301615	550										-1														GNPS_MS2_2iso.mgf:2136###	-1
2139	822.4748605819902_4.258662479338844	551										-1														GNPS_MS2_2iso.mgf:2139###	-1
2141	694.0139314018726_3.389756948717947	552										-1														GNPS_MS2_2iso.mgf:2141###	-1
2144	1069.6025070719695_5.058525303030302	553										-1														GNPS_MS2_2iso.mgf:2144###	-1
2145	240.15230079692063_3.0226172690763073	554										-1														GNPS_MS2_2iso.mgf:2145###	-1
2150	400.1972966063668_4.106916620752987	556										-1														GNPS_MS2_2iso.mgf:2150###	-1
2151	1206.3388866344421_4.884655930470347	557										-1														GNPS_MS2_2iso.mgf:2151###	-1
2154	1121.0874401749104_4.66720071684588	558										-1														GNPS_MS2_2iso.mgf:2154###	-1
2158	1151.7455544278546_4.861704166666672	559										-1														GNPS_MS2_2iso.mgf:2158###	-1
2159	1324.5377468635404_5.109404931434596	560										-1														GNPS_MS2_2iso.mgf:2159###	-1
217	449.23902768029114_2.5919212301587278	65										-1														GNPS_MS2_2iso.mgf:217###	-1
2173	1312.2222103076888_5.089725917065392	562										-1														GNPS_MS2_2iso.mgf:2173###	-1
2182	1110.283609375428_4.522475765027318	564										-1														GNPS_MS2_2iso.mgf:2182###	-1
2187	1262.8010231738167_4.817018003025721	565										-1														GNPS_MS2_2iso.mgf:2187###	-1
2189	444.2446317215333_0.41502075208913664	566										-1														GNPS_MS2_2iso.mgf:2189###	-1
2191	1343.0344380470074_4.86124087423313	567										-1														GNPS_MS2_2iso.mgf:2191###	-1
2197	1086.604074273792_4.376089349453077	569										-1														GNPS_MS2_2iso.mgf:2197###	-1
2202	209.04914846339096_0.43707824351297425	570										-1														GNPS_MS2_2iso.mgf:2202###	-1
2205	1096.6356207150966_4.267280311355312	571										-1														GNPS_MS2_2iso.mgf:2205###	-1
2207	526.4306644300545_7.631386886503063	572										-1														GNPS_MS2_2iso.mgf:2207###	-1
2214	815.8438318925262_4.497106378600823	574										-1														GNPS_MS2_2iso.mgf:2214###	-1
2216	955.1222995075292_5.101067636549259	576										-1														GNPS_MS2_2iso.mgf:2216###	-1
2219	456.3173736365757_0.6459496491228067	577										-1														GNPS_MS2_2iso.mgf:2219###	-1
222	98.5122384500225_12.366222569444451	66										-1														GNPS_MS2_2iso.mgf:222###	-1
2230	968.541817115632_4.490266372391654	580										-1														GNPS_MS2_2iso.mgf:2230###	-1
2231	1046.0876978805288_4.998302351421185	581										-1														GNPS_MS2_2iso.mgf:2231###	-1
2233	916.8937701004721_4.41322686605317	582										-1														GNPS_MS2_2iso.mgf:2233###	-1
2238	918.0267969177102_4.053943879173292	584										-1														GNPS_MS2_2iso.mgf:2238###	-1
2239	933.1106562879173_4.92919770642202	585										-1														GNPS_MS2_2iso.mgf:2239###	-1
2244	832.6151834453639_3.3915387804878008	586										-1														GNPS_MS2_2iso.mgf:2244###	-1
225	263.14241415555387_1.0084046448087431	67										-1														GNPS_MS2_2iso.mgf:225###	-1
2250	375.25039220474827_7.225703562531141	587										-1														GNPS_MS2_2iso.mgf:2250###	-1
2253	521.2272506629564_1.951152025782689	588					Glu Ile Tyr					-1														GNPS_MS2_2iso.mgf:2253###	-1
2255	363.6870171950231_0.6437452114427868	589										-1														GNPS_MS2_2iso.mgf:2255###	-1
2258	1224.8503833188327_4.818560111788623	590										-1														GNPS_MS2_2iso.mgf:2258###	-1
2259	1407.4863269141033_5.060895005020079	591										-1														GNPS_MS2_2iso.mgf:2259###	-1
2260	203.05239950191117_12.139601701782812	592										-1														GNPS_MS2_2iso.mgf:2260###	-1
2266	1020.598045107485_4.635949430455637	593										-1														GNPS_MS2_2iso.mgf:2266###	-1
2269	275.2214330079797_6.435949769230766	594										-1														GNPS_MS2_2iso.mgf:2269###	-1
227	305.20032611725827_2.8337900462962953	68										-1														GNPS_MS2_2iso.mgf:227###	-1
2270	1281.0992260760831_4.641683677248675	595										-1														GNPS_MS2_2iso.mgf:2270###	-1
2272	948.1002926909505_4.496991061606157	596										-1														GNPS_MS2_2iso.mgf:2272###	-1
2280	1018.7922281995405_4.764352709611448	597										-1														GNPS_MS2_2iso.mgf:2280###	-1
2281	1220.1814627227477_4.514492224034802	598										-1														GNPS_MS2_2iso.mgf:2281###	-1
2288	885.4957484630763_4.937961403508773	599										-1														GNPS_MS2_2iso.mgf:2288###	-1
2292	1418.1955195068747_4.944602915951979	601										-1														GNPS_MS2_2iso.mgf:2292###	-1
2293	1236.6826945087225_5.189886328125004	602										-1														GNPS_MS2_2iso.mgf:2293###	-1
2294	947.0327760660385_4.601732121212118	603										-1														GNPS_MS2_2iso.mgf:2294###	-1
2298	1262.657572610865_4.502755944254837	604										-1														GNPS_MS2_2iso.mgf:2298###	-1
2303	257.1547006750085_1.7498465217391317	605										-1														GNPS_MS2_2iso.mgf:2303###	-1
2307	808.456497874195_4.567101877572014	606										-1														GNPS_MS2_2iso.mgf:2307###	-1
2313	108.51753491493193_12.194585329341317	607										-1														GNPS_MS2_2iso.mgf:2313###	-1
2314	1324.1442927389153_4.8955467087941	608										-1														GNPS_MS2_2iso.mgf:2314###	-1
2318	1440.5966071230466_4.985621516079638	610										-1														GNPS_MS2_2iso.mgf:2318###	-1
2319	1206.17173961056_4.999867237798551	611										-1														GNPS_MS2_2iso.mgf:2319###	-1
2321	1407.9852538316354_5.056737104072398	612										-1														GNPS_MS2_2iso.mgf:2321###	-1
2322	473.2114807797463_2.457134793814432	613										-1														GNPS_MS2_2iso.mgf:2322###	-1
2324	1408.4862585625517_5.075461195542043	614										-1														GNPS_MS2_2iso.mgf:2324###	-1
2328	1221.421909789242_5.090760654008438	615										-1														GNPS_MS2_2iso.mgf:2328###	-1
2336	1279.9874852978228_5.0587063123752465	616										-1														GNPS_MS2_2iso.mgf:2336###	-1
2353	651.3615117160214_4.014880046022351	619										-1														GNPS_MS2_2iso.mgf:2353###	-1
2354	1280.0783469726543_5.093936686686686	620										-1														GNPS_MS2_2iso.mgf:2354###	-1
2355	932.2734793911558_5.098897248182764	621										-1														GNPS_MS2_2iso.mgf:2355###	-1
2356	1172.642171276368_4.94352090620032	622										-1														GNPS_MS2_2iso.mgf:2356###	-1
2357	1164.6404235881685_5.0487153488372005	623										-1														GNPS_MS2_2iso.mgf:2357###	-1
2366	1135.0281923300174_5.100027142857145	625										-1														GNPS_MS2_2iso.mgf:2366###	-1
2369	988.0184253072425_5.0587766116941495	626										-1														GNPS_MS2_2iso.mgf:2369###	-1
237	399.2058707689988_0.9960808214528168	69										-1														GNPS_MS2_2iso.mgf:237###	-1
2370	1120.836630723556_4.591804959718025	627										-1														GNPS_MS2_2iso.mgf:2370###	-1
2375	948.8521239369057_4.84773235146022	629										-1														GNPS_MS2_2iso.mgf:2375###	-1
2379	1019.8035626135254_4.564378868594621	631										-1														GNPS_MS2_2iso.mgf:2379###	-1
2387	1440.2649126813951_5.204901884057969	632										-1														GNPS_MS2_2iso.mgf:2387###	-1
2388	849.9787294466377_4.319209611451945	633										-1														GNPS_MS2_2iso.mgf:2388###	-1
2391	325.06746934139977_4.719593636950905	635	Pyochelin	 	 	 	Pyochelin	 	 	 		-1														GNPS_MS2_2iso.mgf:2391###	-1
2394	339.2504398834437_7.615578474320241	636										-1														GNPS_MS2_2iso.mgf:2394###	-1
2395	721.126862610006_4.660697143605868	637										-1														GNPS_MS2_2iso.mgf:2395###	-1
2397	1070.3527982596852_5.063138088012139	638										-1														GNPS_MS2_2iso.mgf:2397###	-1
240	779.434008910963_3.0735916056166066	70										-1														GNPS_MS2_2iso.mgf:240###	-1
2400	559.4189050312361_8.462474018046716	639										-1														GNPS_MS2_2iso.mgf:2400###	-1
2402	951.384207738261_4.638028552562069	640										-1														GNPS_MS2_2iso.mgf:2402###	-1
2407	341.3053827439283_8.665139156314691	641										-1														GNPS_MS2_2iso.mgf:2407###	-1
2410	1280.1693410723078_5.068153453453458	642										-1														GNPS_MS2_2iso.mgf:2410###	-1
2412	832.4150582182983_3.434909276248721	643										-1														GNPS_MS2_2iso.mgf:2412###	-1
2416	884.495747536552_4.90808224637681	644										-1														GNPS_MS2_2iso.mgf:2416###	-1
2419	368.17083526297984_2.3716221169036347	645										-1														GNPS_MS2_2iso.mgf:2419###	-1
242	280.15439186454705_1.5065576097105504	71										-1														GNPS_MS2_2iso.mgf:242###	-1
2421	853.7255120167292_4.813870913978496	646										-1														GNPS_MS2_2iso.mgf:2421###	-1
2422	1143.0229846785867_5.019863013698631	647										-1														GNPS_MS2_2iso.mgf:2422###	-1
2423	1051.3346365957218_4.474860969116082	648										-1														GNPS_MS2_2iso.mgf:2423###	-1
2424	1258.908083274596_4.384912473460718	649										-1														GNPS_MS2_2iso.mgf:2424###	-1
2426	832.8159914543351_3.4046910741301044	650										-1														GNPS_MS2_2iso.mgf:2426###	-1
2428	1280.9567621137526_5.057856240487066	651										-1														GNPS_MS2_2iso.mgf:2428###	-1
2430	376.9014909158676_2.8554428179824582	652										-1														GNPS_MS2_2iso.mgf:2430###	-1
2438	1439.6135102119324_4.635882690246513	653										-1														GNPS_MS2_2iso.mgf:2438###	-1
2439	861.24660075058_4.120115661641549	654										-1														GNPS_MS2_2iso.mgf:2439###	-1
2440	1438.6928799997272_5.056723576604559	655										-1														GNPS_MS2_2iso.mgf:2440###	-1
2442	173.15331873587874_6.108941641716569	656										-1														GNPS_MS2_2iso.mgf:2442###	-1
2450	573.4352172137051_8.646165275504647	658										-1														GNPS_MS2_2iso.mgf:2450###	-1
2453	790.6894546406675_4.0573183783783815	659										-1														GNPS_MS2_2iso.mgf:2453###	-1
2454	1303.5930762132127_4.9112912585571395	660										-1														GNPS_MS2_2iso.mgf:2454###	-1
2456	1251.3049130641057_5.013634677002585	661										-1														GNPS_MS2_2iso.mgf:2456###	-1
2460	1187.9792793871147_5.090027599388381	662										-1														GNPS_MS2_2iso.mgf:2460###	-1
2465	161.9693405269096_12.194280183531744	664										-1														GNPS_MS2_2iso.mgf:2465###	-1
2474	914.0232114177093_4.694279443585782	666										-1														GNPS_MS2_2iso.mgf:2474###	-1
248	425.7434280371857_3.8026032188841197	72										-1														GNPS_MS2_2iso.mgf:248###	-1
2480	1243.6454795810319_4.892933848531689	668										-1														GNPS_MS2_2iso.mgf:2480###	-1
2483	916.9139574626131_4.926283885542167	669										-1														GNPS_MS2_2iso.mgf:2483###	-1
2485	1262.9436306066154_4.78302065656566	670										-1														GNPS_MS2_2iso.mgf:2485###	-1
2488	747.8105090857555_4.659042185877462	671										-1														GNPS_MS2_2iso.mgf:2488###	-1
2491	305.85199232575263_2.4318421824104233	672										-1														GNPS_MS2_2iso.mgf:2491###	-1
2496	689.5210663868729_7.518858316008319	673										-1														GNPS_MS2_2iso.mgf:2496###	-1
2498	1143.7685774128481_4.927490823108383	674										-1														GNPS_MS2_2iso.mgf:2498###	-1
2505	693.8469340119221_3.3407324465310366	675										-1														GNPS_MS2_2iso.mgf:2505###	-1
2506	1177.323267050126_4.934359367023999	676										-1														GNPS_MS2_2iso.mgf:2506###	-1
251	347.6969472309899_2.3614783333333333	73										-1														GNPS_MS2_2iso.mgf:251###	-1
2514	386.21621742577_0.55615578105781	678										-1														GNPS_MS2_2iso.mgf:2514###	-1
2522	914.2697918969409_4.797251100870458	681										-1														GNPS_MS2_2iso.mgf:2522###	-1
2524	675.5021667480469_8.729166666666668	682										-1														GNPS_MS2_2iso.mgf:2524###	-1
2527	1196.0542275137532_4.883585216284988	684										-1														GNPS_MS2_2iso.mgf:2527###	-1
2531	285.1834464849944_2.4327585144927566	685										-1														GNPS_MS2_2iso.mgf:2531###	-1
2533	1138.131018623548_5.0518075641025675	686										-1														GNPS_MS2_2iso.mgf:2533###	-1
2534	276.62079276835243_2.8600758793969847	687										-1														GNPS_MS2_2iso.mgf:2534###	-1
2542	599.7922542715897_4.109750305810402	688										-1														GNPS_MS2_2iso.mgf:2542###	-1
2551	391.2852901921749_9.24569234234233	689	Spectral Match to Dioctyl phthalate from NIST14		117840		"NCGC00384738-01![2-acetyl-4-(1,2-dihydroxypropyl)phenyl] 1,3-benzodioxole-5-carboxylate"	CC(O)C(O)C1=CC(C(C)=O)=C(OC(=O)C2=CC3=C(OCO3)C=C2)C=C1		"InChI=1S/C19H18O7/c1-10(20)14-7-12(18(22)11(2)21)3-5-15(14)26-19(23)13-4-6-16-17(8-13)25-9-24-16/h3-8,11,18,21-22H,9H2,1-2H3"		-1														GNPS_MS2_2iso.mgf:2551###	-1
2552	1137.5089059973595_5.162422781217746	690										-1														GNPS_MS2_2iso.mgf:2552###	-1
2554	212.12099965072505_0.3561999553172477	691										-1														GNPS_MS2_2iso.mgf:2554###	-1
2556	436.25489735666997_2.548812424242425	692										-1														GNPS_MS2_2iso.mgf:2556###	-1
2564	1440.2962824247159_5.025297808358815	694										-1														GNPS_MS2_2iso.mgf:2564###	-1
2569	1120.960999952204_4.934089249748242	695										-1														GNPS_MS2_2iso.mgf:2569###	-1
2571	895.8028727979123_4.749558372093024	696										-1														GNPS_MS2_2iso.mgf:2571###	-1
2575	1047.591218920822_4.820379206602773	697										-1														GNPS_MS2_2iso.mgf:2575###	-1
2579	735.4390562862093_3.2506658127767194	698										-1														GNPS_MS2_2iso.mgf:2579###	-1
258	131.97404097299392_12.36670240575397	74										-1														GNPS_MS2_2iso.mgf:258###	-1
2582	598.2718110930599_1.4648169163545564	699										-1														GNPS_MS2_2iso.mgf:2582###	-1
2583	964.0214370581183_4.439854464738718	700										-1														GNPS_MS2_2iso.mgf:2583###	-1
2585	425.2662025651938_7.544945839753469	701										-1														GNPS_MS2_2iso.mgf:2585###	-1
2586	1440.1961119935204_5.054188401412003	702										-1														GNPS_MS2_2iso.mgf:2586###	-1
2589	1153.3104677651656_4.905688102564102	703										-1														GNPS_MS2_2iso.mgf:2589###	-1
2590	1050.2512090337623_4.859088809899948	704										-1														GNPS_MS2_2iso.mgf:2590###	-1
2591	1406.6818102363334_5.093202207001524	705										-1														GNPS_MS2_2iso.mgf:2591###	-1
2597	215.01630133688624_0.34716269482151857	707										-1														GNPS_MS2_2iso.mgf:2597###	-1
2599	482.33342345709093_7.24726170703576	708										-1														GNPS_MS2_2iso.mgf:2599###	-1
2604	1279.8964812585223_5.062765042478762	710										-1														GNPS_MS2_2iso.mgf:2604###	-1
2607	337.10488040861804_0.12175270270270248	711										-1														GNPS_MS2_2iso.mgf:2607###	-1
2608	269.1721444658798_5.617394211576845	712										-1														GNPS_MS2_2iso.mgf:2608###	-1
2612	1118.6220760990639_5.068434535005226	713										-1														GNPS_MS2_2iso.mgf:2612###	-1
2620	1406.5820555050134_5.043615139547127	714										-1														GNPS_MS2_2iso.mgf:2620###	-1
2621	1167.294069953413_5.052034541792543	715										-1														GNPS_MS2_2iso.mgf:2621###	-1
2624	414.23445393544324_2.534820566037735	716										-1														GNPS_MS2_2iso.mgf:2624###	-1
2629	613.006520976304_2.2568154152445956	717										-1														GNPS_MS2_2iso.mgf:2629###	-1
